stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,17,0,0,0,1,0,0,0,0,0,0,0,0,1,5,6,5,0,0,0,0,3,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.41,0,11.56,3.95,7.61,0,0.28,0,0,1.13,0,0,0,0.28,0,2.54,17.47,1.69,4.79,0,0.28,0,0,32.13,27.62,0.85,0,0,3.66,0,0,0,3.66,0.28,0.56,0.28,0,0,0
21Day,1.85,1.85,0.37,54.02,3.33,9.62,0,2.96,0,0.37,4.81,0,1.48,1.85,7.77,1.11,2.96,31.45,15.54,16.28,0,0,3.7,0.37,20.72,13.69,0.37,0.74,0,5.18,2.22,0,0.74,1.48,0,1.48,1.11,0,0,9.99
3Month,0.31,9.57,4.16,132.83,1.35,0,2.18,1.56,0.42,12.9,29.96,0,76.45,70.84,3.02,61.58,8.32,55.02,37.45,29.75,6.35,0,13.63,6.24,8.22,1.04,5.51,2.81,0,1.35,3.43,0.1,39.11,1.35,0.21,0,0.42,14.67,6.76,41.4
22Month,0.41,13.94,4.51,42.5,0.27,0,2.73,1.37,0.14,8.75,45.09,15.99,134.46,31.02,4.65,49.19,2.6,10.39,31.98,28.97,0.55,5.6,8.47,0.41,4.37,1.09,6.42,6.83,1.09,2.05,0.96,0,10.11,2.87,2.87,0,0.14,4.51,0,22.14
