stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0,1.97,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0.28,2.25,0,0.85,0,0.28,0,0,2.54,0.85,0,0,0,1.13,0.28,0,1.13,0,0.56,0,0,0
21Day,0,0,0.37,3.33,0,2.22,0,0,0,0.37,0,0,0,0,0,0,0,1.11,0.74,2.96,0,0,0.37,0,2.22,0.37,0,0,0,0.37,0.74,0,0.37,0.74,0,0,0,0
3Month,0,1.04,0.1,8.95,0.1,0,0.31,0.31,1.35,1.25,0,0,8.95,1.25,0.73,3.85,0.73,3.85,3.12,3.22,0.73,0,1.25,0.52,0.21,0.1,0.31,0.1,0,0.21,0.83,1.56,0.1,0,0.1,1.35,0.31,1.56
22Month,0,0.68,0.27,3.55,0,0,0.41,0.41,0.82,3.42,0.68,0,29.79,1.09,0.96,4.65,0,0.96,3.42,2.73,0.14,0.27,0.14,0,0.27,0,0.82,0.27,0.14,0.14,0.14,0.82,0.14,0,0,0.27,0,0.55
