stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0.28,1.97,0,1.13,0,0,0,0,1.13,1.41,0,0,0,1.69,0,0,0.56,0,0,0,0,0
21Day,1.48,0,0,2.59,0,0.37,0,0,0,0,0,0.37,0,0,0.37,2.96,0.37,4.44,0,0,1.11,0,0.37,0.74,0,0,0,1.48,0.37,0.37,0.74,0,1.11,0,0,0
3Month,0,0.31,0.1,3.02,0,0,0.1,0.21,0.31,0,6.14,0.52,0.1,1.04,0.83,2.18,0.42,1.04,0.31,0,0,0.1,0.1,0,0.42,0,0,0,0.21,6.03,0.1,0.1,0,0.42,1.66,0.31
22Month,0,0.55,0,1.64,0,0,0,0,1.09,1.91,24.32,0.41,0.14,1.09,0.14,1.09,0.41,1.37,0,0.14,0.14,0,0,0,0,0.14,0.14,0,0,0.82,0.55,0.96,0,0,0,0
