stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,27,2,0,0,0,0,0,5,0,0,0,0,0,0,7,71,18,0,0,0,0,5,155,1,0,0,17,0,0,0,0,0,0,1,0,0,0
72hpf,10.15,4.23,0,137.54,17.76,4.23,0,0,0,0,13.25,0,0,0,0.56,0,3.38,215.05,32.41,29.59,0,0.56,2.54,0.56,54.11,124.86,0,0.85,0,42.56,0.85,0,0.56,10.71,0.28,0.28,3.66,0,0,0
21Day,10.36,3.7,0.74,283.78,2.96,6.66,0,4.07,0,0.37,69.19,0,1.11,1.85,25.16,1.11,4.07,182.77,29.97,85.47,0.37,0,15.54,0,17.39,15.91,0.37,1.11,0,21.46,10.73,0,0.74,1.85,1.85,4.44,1.48,0.37,0,52.54
3Month,1.04,9.15,6.66,142.19,0.21,0,3.43,0.73,0.42,13.83,355.11,0.1,64.7,112.75,4.37,37.03,4.16,49.51,30.69,63.14,18.2,0.42,6.24,3.85,2.6,0.21,1.25,1.35,0,3.95,7.18,0.31,12.17,0.62,0.42,0,1.14,9.88,5.82,155.4
22Month,3.01,18.58,22.55,209.62,0.68,0,5.06,1.09,0.82,12.57,617.93,28.7,2069.15,39.76,18.58,86.5,3.83,34.44,55.62,77.07,1.78,28.42,8.06,0.68,2.73,0.55,2.73,6.42,6.56,1.23,1.64,0,7.65,3.55,3.28,0,2.05,2.46,0.14,105.49
