stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,5,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,1,13,68,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,3.95,1.69,0,4.23,0,8.17,0,0,0,0,0.56,0,0.28,0,0.85,0,3.95,7.89,1.41,16.35,0,0.85,1.69,0.28,21.98,17.76,0.28,0.28,0,15.78,0.28,0.28,3.66,0.28,0,0.56,0,0,0
21Day,7.77,1.48,0.37,31.45,0.74,39.59,0,13.32,0,0.37,2.59,0,1.48,0,9.25,2.96,1.85,11.47,13.69,30.71,0,0,4.81,0.37,14.06,10.36,0.37,0.74,0,11.1,2.22,0,3.33,1.11,1.48,0.37,0.37,0,9.62
3Month,0.31,4.37,0.52,14.35,0,0,0.42,0.83,0,2.5,18.72,0,47.12,2.29,1.66,6.76,2.18,4.89,9.88,7.59,1.25,0.1,3.54,2.6,0.42,0.1,1.14,0.83,0,0.31,1.46,11.96,0.1,0,0,0,8.43,6.03,17.79
22Month,0,22.14,2.46,13.39,0.14,0,1.5,1.09,0.27,2.19,91.69,8.47,119.84,2.05,3.69,11.07,0.55,2.32,31.84,12.3,0.14,3.01,6.7,0,0.82,0,2.19,0.96,0.14,0.27,0.27,2.87,1.09,0.41,0,0,1.78,0.14,13.66
