stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,9,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,3.1,0,10.99,1.13,3.1,0,0,0,0,0.28,0,0,0,0,0.56,0,3.1,18.88,1.41,19.17,0,1.41,0.28,0,176.16,49.32,0.85,1.13,0,38.05,0.28,0.28,9.02,0.28,1.97,0,0,0
21Day,6.66,1.11,0.37,22.57,1.11,7.4,0,4.44,0,0,0.37,0,0,0.37,0,6.29,0,1.48,11.47,5.18,33.3,0,0,4.07,0,51.06,19.61,0.37,3.33,0,21.46,4.44,0.37,4.07,0.37,1.11,0.37,0,3.33
3Month,0.1,1.35,0,7.8,0.1,0,0.21,0.21,0.1,0.52,1.77,0.1,0,4.06,1.46,0.31,1.35,0.52,3.12,1.98,3.64,0.83,0,0.94,0.42,0.21,0.1,0.52,0.83,0,1.14,0.1,4.37,0.1,0,0.1,2.29,0.83,1.66
22Month,0,1.37,0,3.28,0,0,0.14,0,0,0.41,3.28,1.37,0,10.8,1.5,0.82,1.23,0.14,0.96,3.42,5.88,0.14,0.27,0.55,0,0.41,0,1.23,2.19,0.14,0.68,0,0.14,0.27,0.14,0,0.96,0,1.37
