stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,21,9,0,0,0,0,37,161,0,0,8,0,0,0,0,0,2,0,0,0
72hpf,4.51,1.69,1.13,3.66,2.82,0,0,0,0,0,0.28,0,0.28,0,0.28,3.95,9.02,10.99,0,0.28,0,0.28,106.26,125.7,0.28,16.91,28.18,0,0,240.7,0,0.28,17.47,0,0,0
21Day,4.81,0.37,4.44,0.37,1.85,0,0.37,0,0.37,0,0,0.37,2.22,0,0,0.74,24.05,15.91,0,0,0.37,0,27.75,39.96,0,21.46,5.55,4.81,0.37,79.92,1.48,1.11,4.44,0,0,0.74
3Month,0,0.21,4.37,0,0,0,0,0,0.52,0,0.94,0.21,0.52,0.31,0.21,0.42,8.84,1.04,0.42,0,0.1,0,0.21,0.52,0.1,6.45,0,0,0.52,1.46,0,0,0.21,0.31,0.83,0.94
22Month,0.14,0.41,2.32,0.14,0,0.41,0,0.14,0.27,0.14,4.65,0.27,0.27,0.14,0.14,0.27,12.57,2.46,0.14,0.27,0,0,0.14,0.41,0,8.2,0,0.14,0.82,4.1,0.27,0,0,0,0,0.27
