stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,0,0,129,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.13,0.56,0.28,0,0,0,0,0,0,0,0.28,1.41,1.13,0,3.95,0,1.41,0,0.28,12.12,13.25,0,0,2.25,0,0,0.28,0,0.28,0.28,0,0,0
21Day,0.74,0,0.74,0.74,0,1.11,0,0,0,0,2.59,0,0,0,0,0.74,0.37,2.96,0,0,0.74,0,1.11,2.22,0,0,0.37,0.74,0,0,0,0,0.37,0,0,0.37
3Month,0.21,0.1,2.08,8.11,0.1,0,1.56,0.83,2.7,0,542.24,2.08,0.31,8.84,1.46,2.29,1.46,1.77,0.42,1.04,0.94,1.14,0,0,0.73,0.52,0,7.8,1.46,0.21,0,0,0,0.83,0.94,1.56
22Month,0.14,1.23,0.55,3.69,0,0,0.41,0.41,3.42,0.55,115.06,1.09,1.64,3.01,0,0.55,1.23,3.55,0,4.1,0.14,0,0.14,0.14,0.68,0.68,0.27,0,1.09,0.41,0.27,0.14,0,0,0,1.09
