stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,1,14,3,9,0,0,0,0,5,64,0,0,0,3,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,1.97,0.28,2.82,0,0,0,0,0,0,0,0,0,0.28,0,0,6.76,0,2.25,0,0,0,0,16.07,6.76,0,0.28,0,3.66,0,0,1.41,0.28,0,0,0,0
21Day,0.74,0,0,2.96,0,1.11,0,0,0,0,0,0,0,0.37,0,0.37,0.74,0.74,2.96,1.11,2.59,0,0,0.37,0,3.33,0.74,0.37,0.37,0,0.37,0.37,0,0,0,0.37,0,0,0.37
3Month,0.42,3.02,1.04,28.29,0.1,0,0.52,0.73,0,3.85,9.26,0.1,0,64.49,13.21,0.94,16.43,1.98,12.38,9.88,12.48,2.81,0.52,3.22,1.66,0.83,0,1.66,0.83,0,0.52,3.85,8.95,0.21,0,0,3.43,3.74,7.59
22Month,0.41,8.75,4.37,22.96,0.14,0,1.5,1.23,0.27,5.88,35.39,12.16,0,297.62,12.44,4.24,30.75,1.23,6.15,21.73,19.27,0.27,7.38,3.28,0.55,1.91,0.27,2.73,2.19,53.7,0.55,1.91,1.5,1.5,2.6,0.14,0.96,0.14,6.56
