stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,6,0,9,3,1,0,0,0,0,0,3,0,0,0,0,2,2,1,24,0,0,0,1,4,224,0,0,2,0,0,0,0,0,0,2,0,0,0
72hpf,12.68,4.23,0,22.83,5.07,8.74,0,0.56,0,0.28,0.28,0,0,0,0.85,0,11.27,31.85,1.41,35.79,0,3.38,1.69,0.85,278.18,160.09,2.25,1.41,34.39,1.13,0,0,19.17,3.66,3.1,4.79,0,0,0
21Day,19.24,0.74,0.74,26.64,0.74,12.95,0,7.77,0.74,0.74,0,0,0.74,0.74,11.47,1.48,1.85,6.66,5.18,40.7,0,0,4.07,0,77.7,34.78,0.37,0.37,24.79,3.7,0,1.11,2.96,4.44,11.1,0.37,0,0,1.48
3Month,0,1.98,1.14,46.91,0.21,0,0.94,1.04,9.78,4.37,0.31,0,96.22,6.35,1.35,27.25,3.95,11.13,4.89,9.36,2.18,0.31,4.37,4.26,1.98,0.83,3.74,2.18,1.98,2.7,0.1,44.1,0.52,0.31,0.1,0.42,1.77,2.5,11.96
22Month,0.14,2.46,2.32,16.94,0.14,0,1.23,0.82,4.65,7.65,6.29,0,166.03,4.51,2.6,35.53,0.96,1.78,10.8,7.79,0.82,3.96,4.37,0.27,3.42,0,5.74,2.73,2.32,0.27,0,10.93,1.78,1.91,0,0,0.55,0,7.24
