stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,35,0,0,0,5,74,0,0,8,0,0,0,0,0,1,0,0,0
72hpf,2.54,1.69,0,7.89,1.13,2.54,0,0,0,0,0,0,0,0,0.28,0.28,0.85,7.33,0,54.4,0,1.13,0.28,9.3,8.17,0,0.28,52.71,0,0,1.69,0,0.28,5.36,0,0,0
21Day,10.73,0.74,0,3.33,0,1.48,0,0.74,0,0,0,0,0,0.37,0,0.37,0,1.11,0.74,49.58,0,5.18,0,3.7,4.44,0,0.37,19.61,1.85,0,0.37,0.37,0,2.22,0.37,0,0.74
3Month,0,1.66,0,2.18,0,0,0.21,0,0.42,0.52,0.62,0,3.64,0.42,0,0.83,0.1,0.52,0.31,16.23,3.02,1.14,0.31,0.31,0.21,0.1,0,0.42,0.31,1.66,0.1,0.1,0.1,0.1,0.94,0.83,0.42
22Month,0.27,1.5,0.27,1.23,0,0,0,0,0,0,1.23,0.41,14.35,0.27,0.14,1.78,0,0.14,0.41,4.1,0.14,0.27,0,0.27,0.14,0,0,0.14,0,0.27,0.27,0,0,0,0,0,0.82
