stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,1.41,0,2.54,0,0,0,0,0,0,0,0,0,0.56,1.41,0,2.25,0,0.28,0,0,10.15,4.79,0,0,1.13,0,0,1.41,0,0.28,0,0,0
21Day,1.11,0,0,5.18,1.11,2.59,0,0.74,0,0.37,0,0.37,0.37,0.37,0.74,0.37,3.7,1.11,3.7,0,0,0.74,0,4.44,1.48,0,0,4.07,0,0,0.37,0.74,0.74,0,0,0.74
3Month,0,0.1,0.1,6.03,0.21,0,0.1,0.1,0.31,2.29,0.1,3.85,1.14,0.1,2.91,0.62,2.08,1.25,2.29,0.42,0.1,0.42,0.94,0.1,0.1,0.42,0.1,0,0.21,3.54,0.1,0,0,0.73,28.92,0.31
22Month,0,0.14,0.27,0.82,0,0,0,0,0.14,1.78,2.05,17.08,0.41,0.14,4.65,0.14,0.55,0.68,1.91,0.14,0.55,0.55,0.14,0,0,0,0.14,0,0.14,0.68,0.55,0,0,0.14,0.27,0.68
