stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,30,0,0,0,0,0,0,0,0,14,0,0,0
72hpf,0.56,1.13,0,0.56,0.28,2.25,0,0,0,0,0,0,0,0,0.28,1.41,3.95,0,3.95,0,0.85,0.28,0,86.53,14.94,0,4.23,4.79,0,0,1.97,2.25,1.13,91.04,0,0,0
21Day,4.07,0.37,1.11,19.24,1.11,13.32,1.48,0,0,0,0,2.96,0.74,3.33,1.85,1.85,8.51,4.44,30.34,0,0,1.85,0.37,89.17,18.13,0,11.1,7.4,6.66,0,10.36,8.88,18.5,114.7,0.37,0,3.33
3Month,0.1,0.1,0,1.04,0.21,0,0,0.52,0.1,0.31,0.21,2.91,0.73,0,0.73,1.25,0.42,0.1,9.67,0.52,0,0.42,0,1.98,0.31,0.1,2.91,1.87,0.1,1.77,10.92,0.1,0,4.06,0.1,0.42,0.31
22Month,0.27,0.55,0,0.82,0,0,0,0.27,0.27,0.68,3.69,66.82,0.41,0.14,0.55,0.55,0.82,0.41,4.1,0,1.5,0.14,0,3.42,0,0.14,1.37,0.68,0.27,0.96,35.67,3.14,0,6.15,0,0,0.41
