stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,105.69,0.56,0,1.13,0,2.54,0,0,0,0,0,0,0,0,0,0.28,2.25,0,1.13,0,0,0,0.28,45.1,8.17,0,0,0,3.38,0,0,0,0,0.28,0.28,0,0,0
21Day,135.79,0.74,1.11,6.66,0,9.25,0.74,0,0,0,0,2.96,0,2.59,0.74,1.85,4.81,1.85,12.95,0,0,1.11,0.37,23.31,7.03,0.37,0,0,3.33,3.33,1.11,2.22,2.22,1.85,0.37,0,0.37,2.22
3Month,2.18,0,0,0.94,0.1,0,0,0.31,0.52,0.1,0,3.43,0.52,0,1.04,0,0.21,0.1,0.31,0.21,0,0.1,0.1,0.21,0,0,0,0,0,0.1,1.14,0,0,0,0.1,0.1,0.42,0.42
22Month,0.55,0.27,0.41,2.19,0,0,0,0.41,0.55,0.14,0,25.42,1.5,0.41,1.5,0.27,0.41,1.23,0.82,0,0.27,0.27,0,0.14,0,0.14,0.41,0.27,0,0,1.64,0,0,0,0,0.14,0,0.14
