stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,27,0,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,9.86,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,5.36,3.1,3.95,0,0.56,0.28,13.25,3.66,0.28,0,0,3.66,0,0,1.13,0,0,0.85,0,0,0
21Day,1.48,0.74,0.37,17.02,0,1.48,0,0,0,0,0.37,0,0.74,0,0.37,0,0,8.88,10.73,10.36,0,1.11,0,9.25,2.59,0,0,0,5.55,0.74,1.11,0.37,0.37,0.37,0.37,0.37,0,0
3Month,0.1,0.94,0,24.65,0.1,0,0.1,0.1,0.21,0.73,1.98,0,4.26,1.14,0.1,0.94,0.21,19.24,17.16,3.95,0.94,0.52,0.21,0.31,0.1,0.31,0.31,0,0.1,0.83,7.91,0.1,0,0,0,6.45,2.5,0.42
22Month,0,1.23,0,8.34,0,0,0.14,0.14,0,0,2.46,0.68,12.03,0.27,0.27,0.68,0,2.87,14.62,2.05,0,0.14,0,0.14,0,0.14,0,0.14,0.27,0,2.05,0,0,0,0,0.55,0,0.68
