stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,3.1,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0.28,0,0,0,0,1.41,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,0.37,3.7,0,0,0.74,0,0.37,0,0,0,0,0,3.7,0.37,0,0,0.37,0.74,0,0,1.48,0,2.22,0.37,0.74,0,0,0.37,0,0,0,0.37,0,0,0,0,2.96
3Month,0,3.12,0,4.06,0,0.1,1.04,0.31,2.08,0.1,12.48,1.46,2.29,1.25,0.1,0.83,1.77,6.03,0.1,0,1.14,0.73,0.21,0,4.68,0.1,0,0,0.31,0.94,0,0,0,0.1,0.52,0.94,8.95
22Month,0.68,6.7,3.83,12.03,0,1.23,0.82,1.37,10.8,38.26,1671.77,2.73,5.06,7.38,0.55,1.09,4.51,6.7,0,34.85,1.64,0.27,0.27,0,6.29,2.19,2.46,0.41,0.68,0.27,0.96,3.28,0.14,0.27,0.41,0,2.46
