stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,5,0,16,1,2,0,1,0,0,2,0,0,0,0,2,13,16,55,0,0,0,1,11,566,1,0,0,11,0,0,0,0,0,1,0,0,0
72hpf,7.61,2.82,0,13.25,1.13,5.36,0,0.56,0,0,0,0.28,0,0.85,0.28,9.58,11.56,0.56,36.64,0,1.41,0.56,0.28,70.46,224.07,0.28,0,0,19.45,1.69,0,5.92,0,0.56,0.85,0,0,0.28
21Day,19.24,1.85,0.74,30.34,0,76.96,0,33.67,0,0.74,0,0,1.48,14.8,0.37,2.96,8.14,5.92,54.02,0,0,5.18,0,17.02,85.84,0,1.85,0,16.28,7.4,2.59,8.88,0.37,3.7,0,0,0,2.22
3Month,0,0.21,0.21,6.03,0,0,0.1,0.21,1.66,1.87,0,2.08,1.66,0.94,1.77,0.73,1.35,1.35,1.56,0.42,0.1,0.31,0.52,0.31,0.42,0.1,0.1,0,0.1,0.83,117.96,0.31,0,0,0,0.52,10.19,4.26
22Month,0,0,0,1.09,0,0,0.27,0.41,0.41,2.6,0,3.28,2.05,1.91,1.91,0,0.14,3.55,0.68,0,0.14,0,0,0.14,0.14,0,0,1.64,0.14,0,7.52,0,0,0,0,0,0.14,0.96
