stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0.56,0.56,0,0,0,0,0,0,0,0,0,4.79,1.41,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0,0,0
21Day,0,0,2.59,1.85,0.37,0,0,0,0,0,0,0,0.37,5.55,0.37,0.74,0.37,0.37,0,0,0.37,0.74,0.74,0,0,0,0.37,0.74,0.37,0,0,0,0,0
3Month,0.21,0.83,11.55,13.73,0,1.04,0.1,7.28,1.56,0,6.66,2.29,0,121.28,0.42,2.18,2.29,9.88,3.12,0,1.56,0.52,0.1,1.14,0.1,0.1,0.73,4.06,0,0,0,1.77,11.44,1.04
22Month,0,2.46,9.7,8.34,0,0.41,0.27,5.6,0.82,0.41,9.43,0.55,0.27,116.56,0.27,0.27,1.09,9.02,0.96,0.55,0.41,0.27,0,0.41,0.14,0.27,0.14,2.87,0.14,0.41,0,0.55,0.14,0.68
