stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,4,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,26,37,0,0,0,0,31,64,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,3.95,0,2.54,0.28,2.82,0,1.69,0,0.85,0,0,0,0.56,0,0.56,2.54,3.38,12.12,0,0,0.28,0,130.78,29.88,1.97,2.54,14.66,0,0,0,1.13,1.41,0.85,1.97,0,0,0
21Day,2.59,0.37,0.37,8.88,0.74,2.59,0,4.44,0,7.4,0,0.37,0.74,20.35,0.74,0,4.07,21.46,7.4,0,0,3.7,0,53.28,11.1,1.11,1.11,7.77,2.22,0,0,0.74,2.96,3.7,2.96,0,0,15.91
3Month,0,1.14,0.52,5.1,0,0,0.31,0.42,0.21,19.66,0,9.36,8.32,0.73,1.77,0.31,1.98,8.84,2.18,0.52,0.1,1.25,0.62,0.31,0.1,0.52,0.31,0,0.31,0.1,1.56,0,0,0,0,1.66,4.37,5.3
22Month,0.41,1.37,0.27,3.28,0,0,0.27,0.68,0.41,24.19,0.27,17.76,3.69,0.82,1.64,0.27,0,8.88,0.96,0.14,0.55,0.82,0.27,0,0.27,0.41,0.82,0.14,0.55,0,0.55,0.27,0,0,0,0.27,0,2.05
