stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,0,0,2.25,0.56,3.1,0,0,0,0,0.28,0,0,0.28,1.13,7.05,0.28,1.97,0,0.85,0.28,0.56,359.36,34.67,0.56,0.85,4.79,0.28,0.28,2.54,0,0.56,0.28,0,0,0
21Day,0.74,0.74,0.37,14.06,0,1.11,0,0,0,0,4.07,0,2.22,1.11,0.37,6.29,0.74,4.81,0,0,0.74,0,89.91,10.73,0,0.37,2.22,2.96,0,0.37,0.37,0.37,0,0,0,0.74
3Month,0,0.1,0.83,11.86,0,0,0,0.42,0.52,0,6.35,0.21,0,5.93,0.21,1.25,0.42,2.18,0.62,0,0.21,0.21,4.58,0.31,0.73,0.52,0,0.21,3.02,0,0.1,0,0,0,7.7,0.62
22Month,0,0.68,0.41,2.05,0.14,0,0.14,0.14,0.27,0.55,6.83,0,0.14,2.73,0.14,0.41,1.23,2.46,0,0,0.55,0,1.91,0,0.82,1.5,0.14,0,4.78,0.14,0,0,0,0.14,0,0.55
