stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0.28,20.01,0,0.28,0.56,0,0,0,0,0.85,0.56,0,0,0.28,0,0,0.28,0,0,0.56,0,0,0
21Day,0,16.28,1.48,0.37,2.22,0,0.37,2.96,0,0,0.37,0,1.11,14.43,0.74,0,0.74,1.85,0,0,0,0,1.85,1.48,0,0,0.37,1.11,0,0,0.37,0.37,0,0,0,0.74
3Month,0.31,17.47,8.53,0,0,0.73,0,26.84,1.87,0,6.66,2.39,0.1,194.1,0.94,2.08,0.94,1.35,0.73,0.1,36.51,0.42,0.31,0.1,0.21,0.21,0,1.77,1.87,0,0,0,0.21,0.52,1.25,2.18
22Month,0.41,6.29,1.37,0,0,0,0,1.5,0.82,0.41,8.47,0.14,0,89.51,0,0,0.55,0.14,0,0,4.1,0,0,0,0,0,0,0,0.55,0.41,0,0,0,0,0,0
