stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0.56,0,1.41,0.56,0.28,0,0,0,0.28,0,0.56,0,0,0.28,5.36,10.43,1.97,1.41,0,3.38,0.28,0.85,21.98,4.79,0.56,0.28,0,1.41,0.28,0.28,3.95,0.56,1.13,5.36,0,0,0
21Day,5.92,1.11,7.4,10.73,0.74,2.22,0,0,0.37,1.85,0,13.32,0.37,1.11,8.88,2.59,6.29,4.81,8.88,0,0.37,0.37,0.74,24.05,6.29,1.48,1.48,0,1.85,2.59,1.85,3.33,1.11,1.11,4.44,0,0.37,0.37
3Month,0.73,8.53,16.95,78.53,0.94,0,3.43,0.31,20.18,30.16,0.31,979.63,7.91,0.73,126.28,9.15,29.85,22.57,20.7,5.3,1.98,8.22,36.82,4.47,0.94,14.98,4.68,0,0.94,16.12,206.37,3.54,0.21,0,2.08,14.56,25.38,5.51
22Month,0.68,10.93,11.75,40.86,0.41,0,4.1,0,12.85,34.85,7.38,1279.18,2.19,0.68,124.76,2.46,7.24,19.54,20.36,0.96,23.37,3.69,1.91,3.42,0.96,14.76,7.52,1.23,1.09,1.37,30.06,10.93,2.19,0,0.82,1.91,0,1.64
