stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,1,24,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,1.97,14.66,0.28,0,0,0,0,0,0,0,0,0,0.28,2.82,0.28,0,0,0,0,0.28,11.56,4.79,0.28,0,1.13,0,0,3.38,0.28,0,0,0,0
21Day,0.74,0,0,2.59,11.1,0.74,0,0,0,0,0,0,0,0.37,0,0.37,1.48,0,0,0,0,0,0,6.29,4.07,0,0,0.37,0.74,0,1.48,0,0.37,0,0,0
3Month,0,0.42,0.42,35.26,2.29,0,0.21,0.1,0.94,1.25,0.1,6.24,1.35,0.31,2.91,6.24,1.35,2.18,1.35,0.42,0.1,0.31,1.46,5.2,0.1,0.31,0.31,0.21,0.83,4.58,0.1,0,0.42,0.42,242.57,1.14
22Month,0,0.14,0.14,16.12,0.55,0,0.14,0,0.41,0.55,0.27,20.77,0.14,0.14,0.96,1.23,0.27,0.14,1.37,0,0.68,0.68,0,0.68,0.41,0.14,0,0,0,5.19,0.41,0,0,0,1.23,0
