stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,77,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,4.51,1.41,0,5.64,1.13,7.05,0,0,0,0,0,0,0,0.56,0,1.69,10.71,1.13,11.56,0,0.56,0.28,0.28,74.41,46.22,0.85,0.56,133.31,0,0,6.2,0.85,0,0.85,0,0,0
21Day,2.96,1.48,0.37,11.84,0.37,3.33,0,0,0,0,0,0.74,0,1.11,1.11,0.74,11.1,1.48,15.54,0,0,2.22,0,13.32,5.92,0,0.74,92.87,3.33,0,0.74,0.37,1.48,0,0,0,0.74
3Month,0,0.42,0.31,2.7,0,0,0,0.52,1.25,0,0,5.41,1.04,0,1.77,0.42,1.77,0.73,2.6,0.21,0,0.52,0.73,0,0,0.42,1.87,6.24,0.21,3.02,0,0,0,0.1,0.31,0.31,0.52
22Month,0,0.68,0,1.78,0,0,0.14,0.14,1.91,0.55,0,32.25,0.41,0.41,2.6,0,0.41,0.82,6.29,0,1.09,0.27,0,0,0,0,0.55,1.37,0,3.83,0.41,0.27,0,0,0,0,0
