stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,1,2,153,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,17.19,2.54,0,5.07,2.54,5.36,0,0,0,0,0,0,0,0,0,0.56,11.27,1.69,13.53,0,0.56,0.85,2.82,801.58,45.94,0,4.51,11.84,0.85,0,0.28,11.56,1.13,1.41,1.41,0,0,0
21Day,3.33,0.74,0.74,3.33,1.11,4.07,0,0.74,0,0,0,0,0.37,3.7,0.37,0.37,4.07,1.85,9.62,0,0,0.74,0.74,161.68,15.17,4.07,3.33,2.59,3.33,0,1.48,3.33,1.11,4.81,0.37,0.37,0,0.74
3Month,0.21,0.73,0.21,9.78,0.31,0,0.1,0.1,0.52,0.73,0,6.24,0.94,3.43,0.52,0.42,9.88,2.39,3.22,1.14,0,11.65,3.02,17.99,0.31,9.67,0.21,0.21,0.62,0.1,12.79,0.1,0.21,0,0.42,0.42,3.02,0.94
22Month,0.14,0.96,0.14,7.11,0.41,0,0.14,0.14,2.19,2.73,0.68,25.28,2.32,7.11,2.6,0.14,2.05,6.42,4.78,0.41,0.68,3.01,0,11.21,0.27,7.93,0.27,0,0,0,6.7,0.14,3.28,0,0.68,0.27,0,1.5
