stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.85,0,5.07,0.56,1.13,0.28,0,0,0,0,0,0.85,0,1.97,4.79,0.28,11.56,0,0.28,0,34.1,27.06,0,0.28,0,8.74,0.28,0,2.82,0,0.28,0.56,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0,0.1,0.31,0,0,0,0.1,0,0,3.22,0,0,0.31,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,3.22,0,0,0,0,0.1,0.1,0.1
22Month,0.14,1.09,0.96,9.16,0.14,0,0.41,2.46,18.45,7.24,78.3,0.55,3.14,7.24,0.27,1.37,6.15,1.5,5.74,0,0,1.5,0.55,1.09,0.14,0.41,0,0.14,1.5,2.46,2.05,0,0,0,0,3.55
