stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.07,2.82,0,5.07,1.69,3.95,0,0,0.28,0,0.28,0,0.28,0,1.13,9.02,1.97,9.3,0,0,0,186.3,25.93,0.28,0.28,0,10.99,0.28,0,2.82,47.63,71.31,0.85,0,0,0
21Day,36.63,6.29,4.44,106.56,3.7,75.85,13.69,2.59,3.7,0,18.87,2.59,34.41,15.91,9.62,59.57,19.61,145.77,0,15.17,1.85,149.47,69.93,3.33,5.18,0,55.5,34.78,1.85,12.58,145.4,702.98,4.81,0.74,0,15.91
3Month,0,0,0,0.21,0,0,0,0.1,0,0,0.21,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.31,0,0.21,0.21,0,0,0.1,0
22Month,0,0.27,0,0.68,0.14,0,0,0.27,1.09,0.27,3.42,0.27,0,0.96,0,0.14,0.68,0.27,0.14,0.14,0,0.68,0,0,0.14,0.14,0,0,0,0.55,8.75,0.14,0,0.14,0,0
