stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,10,0,0,0,1,0,0,0,0,0,0,0,13,0,88,7,0,1,0,2,25,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,9.3,0.56,0.28,6.76,5.07,1.69,0,0.28,0,0.28,0,0,0,0,0.28,12.4,11.27,29.59,12.4,0,0.85,0,6.2,29.03,14.37,1.13,3.95,0,47.91,0,0,0,0.56,0,0,4.23,0,0,0
21Day,7.77,0,22.94,27.75,2.96,5.18,0,1.11,0.37,1.85,0,0.74,0,9.62,0.37,18.5,7.03,87.32,18.87,0,0,5.18,2.96,22.94,9.25,1.48,13.69,0,34.04,3.33,0,0.37,1.11,0,2.96,3.7,0,0,4.81
3Month,1.87,0.73,35.26,49.93,0.73,0,0.52,0.42,6.87,15.29,0.31,17.06,10.61,1.46,4.47,35.89,4.68,225.82,15.5,2.6,0.1,1.46,39.21,1.87,0.31,8.53,17.47,0,4.37,3.43,0.21,10.82,0.62,0.1,0,0.83,1.56,2.39,7.91
22Month,1.23,2.46,11.75,24.73,0.82,0,0.96,0.27,3.28,131.59,8.61,42.36,5.47,3.69,3.28,8.75,1.78,216.32,22.14,0.55,0.68,1.78,1.78,1.64,0.27,9.98,9.57,0.41,3.83,0.96,0,8.2,1.5,0.82,0,0.27,0.55,0,7.38
