stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,4.51,0,0,0.28,0,1.13,0,0,2.25,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,2.96,2.59,0,0,0.37,0,0.37,0,0,2.96,0.37,1.48,18.5,0,0.74,1.11,1.85,0,0,0.37,0,2.22,1.48,1.85,0,0,2.22,1.11,0.74,0.37,0,0,0,0,0.37
3Month,0.42,1.56,10.09,39.21,0,0.94,0.1,0.1,47.22,4.89,0.21,156.75,8.22,0.42,518.32,2.18,5.51,8.95,5.62,1.46,0,2.29,1.25,0.83,0.31,6.24,0.73,0,0.1,6.97,30.48,0.31,0.1,0,2.29,140.21,3.95
22Month,0.14,1.37,13.25,10.52,0,1.09,0.14,0,18.58,2.05,1.37,269.2,0.55,0.55,391.64,0.27,0.82,3.69,3.01,0.27,7.24,2.46,0,0.27,0.14,2.87,0.82,0.82,0.41,0.68,6.42,0.14,0.14,0.14,0,0.14,1.23
