stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,3,2,1,0,0,0,22,1,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,3.66,1.13,0.28,1.97,0,0,0,28.75,3.38,1.97,0,0,0,0.56,0,0,0.85,0,0,0,0
21Day,0,0,3.33,1.85,0.74,0,0,0,0,0,0,0.37,0,0.74,15.17,0,0.37,0.37,1.11,0,0.37,0,4.81,1.48,1.48,0,0,0,0,0.74,0.37,0,0,0,0,0.37
3Month,0.42,1.66,10.61,46.6,0,2.29,0.1,0.1,17.27,3.43,0.1,287.71,4.37,0.31,307.47,1.25,3.12,3.12,5.51,1.04,0.31,1.56,68.96,0.42,0.1,0.62,0.94,0,0.21,6.45,6.55,0.31,0,0.94,1.98,2.91
22Month,0.14,0.55,4.24,40.58,0,0.82,0,0,15.99,1.5,0.55,31.57,0.14,0.27,189.67,0.27,0.14,2.32,1.64,0,0.82,0.41,3.14,0.14,0,0.41,0.14,0.14,0.14,0.27,0.96,0.14,0.14,0.27,0,0.68
