stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,1,132,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,4.79,0,1.13,0.28,1.13,0,0,0,0,0,0.28,0,0,0,0.56,2.82,0.28,4.79,0,0.85,0,0.28,7.89,20.86,0,0.28,0,1.41,0.28,0,25.08,0.28,0,1.97,0,0,0
21Day,0.37,1.85,0.37,1.11,0,1.48,0,0,0,0,0,0,0,1.11,0,0,1.48,0.74,9.25,0,0,4.44,0,9.25,16.65,0,0,0,4.81,1.11,1.11,10.73,0.37,0.37,4.07,0,0,0
3Month,0.31,24.24,0,4.37,0.21,0,0.52,0,0.31,4.16,0.1,4.99,1.46,0.31,1.46,0.21,1.25,0.73,86.75,0.94,0.1,2.6,0.52,0.42,2.18,0.31,0.1,0,0.42,0.94,27.36,13.94,0,0,7.49,1.14,1.77,0.42
22Month,0,18.45,0.14,1.5,0,0,0.41,0.14,0.14,1.78,0.27,15.99,0.55,0.27,1.37,0,0.27,0.27,39.49,0.27,0.27,1.37,0,0.14,2.6,0.55,0.14,0.41,0.14,0,6.01,26.24,0.27,0,2.32,0,0,0.27
