stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.38,1.69,0,7.05,3.66,5.07,0,0,0,0,0,0,0,0,0,0.85,8.46,0.28,8.74,0,0.85,1.97,0,365.28,98.65,0,2.82,0,8.46,0,0,40.02,0.28,0,1.41,0,0,0
21Day,3.7,0.37,0.37,6.66,1.48,4.07,0.74,0,0.74,0,0,0,0,0.74,0,0.37,2.59,0.74,13.32,0,0,2.22,0,100.27,28.49,0,1.11,0,10.73,4.07,0.74,8.51,0.37,0.74,0.37,0,0,1.11
3Month,0,0.73,0,2.91,0.1,0,0,0.1,0.1,0.1,0,3.85,0.62,0,0.94,0.1,0.31,0.21,3.22,0.31,0,0.42,0.21,1.35,0.31,0,0.21,0,0,0.52,3.95,0.42,0,0,0.21,0.1,13.94,0.31
22Month,0.14,0.55,0,2.87,0.14,0,0,0,0.41,0.27,0.41,18.86,0.41,0.27,1.91,0,0.14,0.55,1.91,0,0.82,0.41,0,0.41,0.14,0.14,0,0.27,0.27,0,2.87,0.14,0,0,0,0.14,0,0.27
