stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0.28,0.28,0,0,0,0,0,0,0,0,0,0,3.38,0,0.56,0,0,0.28,0,1.97,2.54,0,0,2.54,0,0,0.28,0,0.28,0,0,0
21Day,0.74,0,0,5.18,0,1.48,0,0,0,0,0,0.37,0,0.37,0,0,1.85,0,1.11,0,0,0,0,0.74,2.22,0,0,3.33,0.74,0,0,0.37,0.37,0,0,0.37
3Month,0,0.73,0.21,13,0.1,0,0.1,0.1,1.98,0.62,0,37.76,0.83,0.52,4.16,0.31,1.77,0.83,2.29,0.83,0,0.21,0.21,0.1,0.52,0.21,0.42,0.21,0.73,2.29,0.42,0,0.73,0.31,7.59,0.73
22Month,0,0.68,0.14,6.15,0.14,0,0.27,0,0.55,1.37,0.41,34.3,0.14,0.96,3.96,0.14,0,0.68,1.37,0,0.96,0,0,0,0,0,0.14,0.14,0.27,0.68,0,0,0,0.14,0,0.14
