stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0.56,0.56,0.85,0,0,0,0,0,0,0,0,0,0.28,0.85,0.28,0.56,0,0.28,0,0.28,7.89,4.23,0,0,1.13,0,0,0.28,0,0.28,0,0,0
21Day,1.85,0,1.11,0,0.37,0,2.22,0,0.37,0,0,0,1.11,0,0,0.74,1.11,4.81,0,0,0.37,0,1.85,5.18,0,0,3.7,1.11,0.37,0.74,0.37,0.37,0,0,0.37
3Month,0,0,1.56,0,0,0.1,0.1,0.1,0.94,0,4.16,0.73,0,1.25,0.31,0.94,0.31,0.94,0.21,0,0,0,0.1,0,0,0.31,0,0.1,5.41,0.1,0,0,0.42,1.35,0.52
22Month,0,0.14,0.41,0,0,0.14,0.55,0,0.41,0.27,7.24,0.41,0.27,0.82,0,0.14,0.68,0.41,0,0.27,0,0,0,0,0.14,0,0,0,1.23,0,0,0,0,0,0
