stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,7,3,0,3,2,1,0,0,0,0,0,0,0,0,1,1,3,34,0,0,0,0,8,149,1,0,2,0,0,0,0,0,1,0,0
72hpf,0,1.13,0,0.56,1.13,0.85,0,0,0,0,0,0,0,0,2.82,3.95,0.56,4.79,0,0.28,0,0,22.83,18.6,0,0,2.54,1.41,0,1.41,0,0.28,0.56,0,0
21Day,7.03,1.48,0.74,17.02,0,4.44,1.85,0.74,1.85,0,0.74,0,3.7,0,2.22,6.29,2.96,16.28,0,0,1.11,0.37,20.35,17.76,0,1.11,6.66,1.48,0,3.7,0.37,0.74,0.37,0,0.74
3Month,0,0.1,0,2.91,0,0,0,0.31,0.42,0,1.04,0,0.1,0.42,0.42,0.83,0.42,0.42,0.21,0,0,0.1,0.1,0.1,0,0,0,0.21,1.35,0,0,0,0,0.31,0.21
22Month,0,0,0,0.55,0,0,0.14,0,0.68,0.27,2.19,0.55,0.41,0.27,0,0,0.55,0.55,0,0.14,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0,0.27
