stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1.41,0.28,2.54,0,0,0,0,36.92,3.38,0,0,0,1.13,0,0,1.13,0,0,0,0,0
21Day,2.96,0.37,0,1.11,0,0,0.37,0,0,0,0,0,0,0.37,0,0,1.11,1.11,1.85,0,0,0,0,19.24,0.74,0,1.11,0,2.59,0.37,0,0.37,1.11,0.74,0,0,0
3Month,0,0.31,0.31,4.68,1.04,0,0,0.1,0.73,0.94,0,3.02,0.94,0.1,4.37,0.83,1.87,3.95,3.43,2.39,0,0.42,0.83,1.46,0.1,0.52,0.21,0,0.1,0,12.07,0.21,0,0,0.42,2.39,3.02
22Month,0.14,0,0.14,0.96,0.27,0,0,0,0.14,0.82,0.27,7.65,0.55,0.55,2.6,0,0.14,0.96,1.91,0,0.14,0.41,0,1.5,0,0,0.14,0.14,0,0,6.29,0.27,0.41,0,0,0,0.68
