stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,1.13,0,0.85,0,1.41,0,0,0,0,0,0,0,0,0,0,1.13,2.82,0.56,2.25,0,0.28,0,0,29.31,8.46,0.28,0.28,0,2.25,0,0,1.97,0,0.28,0,0,0
21Day,1.85,0.37,0,4.44,0.74,2.96,0,0.74,0,0.37,0.37,0,0.37,0.74,0.74,0.37,1.85,3.33,0.74,7.4,0,0,1.85,0.37,14.8,5.55,0,0,0,2.59,0,0,0.37,0,0,0,0,0.37
3Month,0,1.77,0.52,11.55,0.21,0,0,0.52,0.1,1.56,3.33,0.1,9.99,4.16,0.31,5.82,0.94,3.74,2.29,7.91,1.14,0,0.83,1.66,0.52,0.21,0.73,0.21,0,0.31,0.31,3.02,0.1,0,0,1.56,2.29,1.77
22Month,0,1.5,0.41,4.24,0.27,0,0.14,0,0,1.23,6.01,1.09,28.7,3.69,0.27,10.11,0.41,1.37,1.64,3.83,0.14,0.68,0.27,0.27,0.55,0.41,0.68,0,0.14,0,0,0.68,0.68,0.14,0,0.14,0.14,0.55
