stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,1,1,42,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,3.38,0.28,0,0,0,0,0,0,0,0,0.56,0.85,0,0.56,0,0,0,0,9.86,4.79,0.28,0,1.41,0,0,1.41,0,0,0,0
21Day,0,0,0,0.74,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0.37,0,0,0.74,0,0,0,0
3Month,0,0.52,0.52,34.43,2.18,0,0.1,0.52,1.66,0.21,9.26,1.56,0.21,3.74,8.11,1.77,2.6,1.56,0.83,0.1,0.42,2.18,10.82,0.42,0.62,0.31,0.1,1.87,45.98,0.62,0.73,1.14,332.44,1.35
22Month,0.14,0.27,0,15.58,0.55,0,0,0.41,0.96,1.09,8.75,0.27,0,1.5,0.68,0.14,1.23,0.96,0,0,0,0.68,2.46,0.14,0.14,0,0.14,0,15.58,0.27,0.27,0.14,0.82,0.27
