stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,6,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0
72hpf,263.53,2.54,0,2.54,0.85,4.79,0,0,0,0.28,0,0,0,0,1.97,10.15,4.79,10.71,0,0.28,0.56,0,41.43,18.32,0.28,0.28,11.27,0,0.28,3.66,0.56,0,1.69,0,0
21Day,241.23,1.48,1.11,12.21,0.37,9.25,0,2.22,0,1.11,3.7,0.37,2.22,4.07,2.59,8.14,13.32,32.93,0,0,3.7,0,22.94,13.32,1.11,0,15.91,2.96,0.37,3.33,0.74,4.44,1.11,0,1.85
3Month,1.87,0.94,0.21,2.81,0.1,0,0.1,0.42,0.1,0.62,1.87,0.1,0,0.62,0.31,0.52,3.02,4.99,1.14,0.1,0.94,0.31,0.42,0.1,0.52,0.1,0.1,0,9.78,0,0,0,0,3.95,1.35
22Month,0.55,0.14,0,0,0,0,0,0,0,0.14,2.87,0.14,0,0.27,0,0,0.55,1.91,0,0,0.14,0,0,0,0,0,0,0.27,7.52,0.14,0,0,0,0,0.27
