stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,2,77,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.13,10.43,0.28,0,0,0,0,0,0,0,0,0,0,2.54,0,0.85,0,0,0,1.41,6.76,11.56,0.56,0.28,1.69,0,0,9.02,0.56,0,0,0
21Day,0.37,0,0,2.22,4.81,0,0,0,0,0.37,0,0,0,1.48,0,0,0.37,0,2.22,0,0,0,0,2.22,2.22,0.37,0,1.85,1.11,0.37,1.48,0,0,0,0
3Month,0,0.42,0.1,12.9,1.56,0,0.1,0,0.21,1.14,0,5.51,1.14,0.21,2.5,1.77,1.14,1.46,0.62,0.31,0,0.21,0.83,0.31,0.1,0.42,0.1,0,0.1,23.72,0.1,0.1,0.31,46.39,0.52
22Month,0.14,0.27,0.14,8.2,0.55,0,0.14,0.14,0,2.32,0.41,22.96,0.41,0.27,1.78,0.41,0.68,1.37,1.91,0,1.09,0.14,0.27,0.41,0.27,0.27,0,0,0.14,4.51,0.14,0,0.14,0.27,0.68
