stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,84,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,4,0,0,0,0,23,27,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,59.19,0,0,3.38,0.56,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,3.38,0,2.54,0,0,0,0,21.42,6.48,0.28,0,1.13,0,0,0.56,0,0.28,1.41,0,0,0
21Day,48.84,0,0,4.07,0.37,1.11,0,0,0,0,0,0,0,0,0.37,0.37,1.48,4.07,0.37,0.74,0,0,0,0,7.03,1.11,0.37,0,0.74,0,0,0,1.48,1.11,1.48,0,0,0
3Month,11.34,0.1,0,6.97,0,0,0.1,0.1,0.21,0.52,0,0,4.68,0.42,0,1.04,0.83,2.18,0.62,0.73,0.62,0,0.21,0.31,0.21,0,0.21,0,0.1,0.21,0.62,0,0,0,0,0.1,0.73,1.14
22Month,3.96,1.37,0.27,4.37,0,0,0,0,0.68,0.55,3.14,0,41.68,0.68,0.27,2.32,0.14,0.55,0.96,1.5,0,0.55,0.68,0,0.14,0,0,0.14,0,0.14,1.23,0,0.14,0,0.27,0,0,0.41
