stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.28,0,0.56,0.56,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,1.11,0.74,0,2.59,2.96,0,0,0,0,0.37,0.37,5.92,0.37,1.11,1.48,1.48,2.96,0,0,0.37,0,2.96,1.11,0,0,0,0.74,1.48,0,0,0.37,1.48,0,0,70.67
3Month,0.73,2.08,0.31,7.8,0,2.6,1.04,3.54,0,9.67,6.55,0.31,4.47,1.35,2.7,4.47,8.32,0.52,0.31,1.25,1.66,0.73,0,0.52,0.52,0,0.31,2.39,3.22,0.21,0.21,0,1.77,2.6,424.29
22Month,0,1.78,0.27,3.14,0,0.68,0.68,5.06,0.82,18.31,1.37,0.55,1.37,0.14,0.68,6.15,4.51,0.14,0.82,1.09,0,0.41,0,0.55,0.27,0.14,0,0.14,1.23,0,0.14,0,0.14,0,172.45
