stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,20,0,0,0,0,9,139,0,0,0,0,0,0,0,2,0,0,0
72hpf,1.13,0.85,0,1.13,0.28,3.1,0,0,0,0,0,0,0.28,0,0.28,0,0.56,4.79,0.28,4.23,0,0.28,0,0.28,27.62,14.09,0,0,4.51,0.28,0,0.85,0.28,0.28,0,0,0
21Day,1.85,0.74,0,4.07,0,1.85,0,1.85,0,0,0,0,0,0.37,1.85,0,0.37,2.59,0,6.29,0,0,0.37,0,5.18,4.81,0.74,0.37,1.11,1.11,0.37,0,0.37,0.37,0,0,0.37
3Month,0.1,1.56,0.31,12.59,0,0,0.31,0.62,1.56,2.08,0,0,24.13,3.22,0.94,5.3,0.94,5.2,2.5,5.3,1.04,0,1.46,1.25,0.83,0.42,0.83,0.42,0,0.73,35.99,0.31,0.1,0.21,1.56,14.25,1.98
22Month,0,0.68,0.27,3.55,0,0,0,0.27,0.68,1.64,1.09,0,18.17,0.41,0.68,5.19,0.14,0.41,1.23,5.6,0.14,0.68,0.96,0,0.68,0.27,0.41,0.55,0,0,8.2,0.82,0.14,0,0.14,0.14,0.82
