stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,0.37,0.37,0.37,0,0.37,0,0,0,0,0,3.7,0,0,0.74,0.37,1.11,0,0,0,0,0.74,0.37,0,0,0.37,1.11,0,0,0,0.37,0,0,11.47
3Month,0,0.21,0.1,2.5,0,0,0.31,0,0.21,0.62,0,2.91,1.14,2.29,1.25,0.21,0.83,2.5,1.56,0.52,0,0.1,0.21,0.1,0,0.1,0,0,0.21,1.35,0,0,0,0.1,0.21,82.9
22Month,0.14,0.27,0,1.78,0,0,0.55,0,0.27,1.78,0.41,7.93,0.41,0.82,0.96,0.14,0.41,3.28,1.37,0,0.41,0.14,0.14,0,0,0.27,0.14,0,0.55,0,0.27,0.27,0,0,0,76.93
