stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,3,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,4,45,0,0,0,0,14,291,0,0,0,6,0,0,0,0,0,0,0,0
72hpf,5.07,1.41,0,2.82,1.69,3.1,0,0.28,0,0.28,0,0,0,0.56,0,3.38,11.84,1.13,14.94,0,0.56,0.28,0.28,125.14,68.21,0.85,0.85,0,14.09,1.13,0.28,4.79,0.85,1.97,0,0,0
21Day,5.92,0.37,0.37,9.25,1.48,2.59,0,0.74,0,0.37,0,1.48,0,3.33,2.22,0.74,3.7,3.7,18.5,0,0,1.48,0,27.01,21.09,0.37,0.74,0,2.59,0.74,0,1.48,1.48,0.37,0,0,1.11
3Month,0,0.62,0.21,7.7,0,0,0.21,0.21,0.62,0.42,0,5.1,1.04,0.21,3.33,0.83,1.66,1.04,2.81,0.83,0,0.52,0.42,0.42,0.1,0.1,0.42,0,0.21,0.21,19.35,0,0,0.1,0.83,3.74,1.14
22Month,0,1.09,0.41,2.19,0.14,0,0.27,0,0.27,0.96,2.05,14.76,0.55,1.09,5.19,0.14,0.55,2.46,2.19,0,0.41,0,0,0.41,0.27,0.41,0.96,0.27,0.27,0,2.46,0.27,0.14,0,0,0,0.14
