stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.28,15.22,0,0,0,0,1.41,0.85,0,0,0.56,0,0,0,0,0,0,0,0
21Day,1.48,0.37,0,1.85,0,1.11,0,0.37,0,0,0,0,0,0,0.37,0,1.48,0,92.13,0,0,0,0,0.37,0,0,0,0.74,2.22,0,0.37,0.37,0.74,0,0,0
3Month,0.1,0.42,0.1,3.54,0.1,0,0,0,0.42,1.04,0,5.62,1.98,0,2.08,0.31,1.25,1.04,110.15,0.83,0,0.42,0.31,0.1,0.21,0.42,0,63.76,0.62,2.7,0,0,0,0.52,1.87,1.14
22Month,0.27,0.41,0.14,0.41,0,0,0.27,0,0,0.68,0.41,13.53,0,0.41,0.41,0,0,1.09,12.85,0.27,0.68,0.14,0,0,0.14,0.27,0.14,22.27,0,0.68,0,0,0,0.68,0,0.68
