stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,14,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,369,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,4.79,0,0.28,0.56,0.28,0,0,0,3.66,0,0,0,1.13,0,0,1.69,100.9,1.13,0,0,0,0,1.97,0.85,0,0,0,0.56,0,0,0,0.56,0,0,0,0,0,0
21Day,0.74,7.77,0.74,5.55,0,4.07,0,0.74,0,6.66,0,1.11,5.92,31.45,0,1.11,1.85,153.91,1.48,0,0,0.74,0,2.96,1.11,0,0.37,0,1.11,4.07,0,0,0.37,0.74,0.37,0,0,0,26.64
3Month,0.21,8.32,0.42,10.71,0,0,0.52,0.21,1.46,168.3,0,14.25,132,6.03,5.93,1.25,3.12,299.05,6.35,1.25,0.1,0.94,2.29,0.73,0,0.83,0.73,0,0.62,3.54,0.52,3.12,0.21,0,0,0.21,2.08,3.74,82.17
22Month,0.41,21.18,0,4.92,0,0,3.55,0.41,0.68,327.69,0.96,19.27,69.14,22.68,2.32,0.14,0.82,355.97,2.46,0.14,1.09,1.37,0,0.41,0.27,0.27,1.09,0.27,0.14,0.82,0,0.27,0.68,1.09,0,0,0.55,0,34.98
