stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,2,38,0,0,1,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0,1.13,0,0,0,0,3.38,1.97,0,0,1.13,0,0,0.85,0.28,0.28,0,0,0
21Day,1.11,0,0.37,5.18,0,0,0,0.74,0,0,0,0,1.11,0,0.74,0.74,0,2.59,1.11,5.92,0,0,0,0,1.85,1.85,0,0,1.48,0.74,0,0.37,0.37,0,0,0,0.74
3Month,0,0.21,0.52,5.3,0.1,0,0.42,0,0.94,0.94,0,0,75.93,0.83,0.1,6.66,0.62,1.77,1.77,3.22,0.52,0.1,0.62,1.46,0.1,0,0.21,0.1,0.21,0.83,0.73,0.1,0,0,0.42,0.42,1.46
22Month,0.14,0.55,0.41,0.82,0,0,0.27,0,0,0.55,1.37,0,83.49,0.27,0.68,6.83,0.14,0.27,1.78,2.05,0.27,2.46,0.14,0,0,0.14,0.14,0.14,0,0,0.14,0,0.27,0,0.14,0,0.14
