stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0.28,0.28,0.56,0,0,0,0,0,0,0,0,0,0,1.13,1.41,0.85,1.13,0,0,0,0,9.58,4.79,0,0,0,1.69,0,0,0.56,0.56,0.56,0,0,0
21Day,0.74,0.37,1.11,6.66,0,2.22,0,3.33,0,0,0,0,0,0.37,4.07,0,0.74,1.48,2.59,2.96,0,0,0.37,0,5.92,2.96,0,0,0,0.74,0.74,0,1.11,0.37,0,0,0,1.85
3Month,0,0.62,0.31,12.38,0.42,0,0.21,0.31,0,3.74,2.39,0,8.63,2.7,0.52,5.93,1.56,2.29,3.54,4.16,0.21,0,0.83,0.42,0.83,0,0.94,0.21,0,0.1,0.94,5.2,0.1,0,0.1,0.52,1.04,4.37
22Month,0,1.5,0.68,5.47,0,0,0.14,0.14,0.14,1.23,4.92,2.05,15.99,2.05,1.91,11.34,0.27,0.55,5.19,2.46,0.27,0.14,1.5,0,0.55,0,0.96,0.55,0.14,0.14,0.14,2.73,0.68,0.14,0,0.82,0,1.78
