stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.85,1.97,0,0,0,0,0,0,0,0,0,0.85,3.95,0,0.85,0,0,0,0,1.13,1.41,0,0,1.41,0,0,0.56,0,0,0,0,0,0
21Day,0.37,0,0.37,5.92,3.33,0,0.37,0,0,0,0,0,1.85,0.37,0,4.07,1.11,3.33,0,0,0,0.37,1.48,0.74,0,0,0.37,0.74,0.74,0,0,0.37,0.37,0,0,0.37
3Month,0.1,0.21,0.1,6.55,0,0.21,0,1.46,1.35,0,7.49,1.56,0.1,4.16,0.31,2.39,1.87,1.14,0.21,0,1.04,0.52,0.1,0.1,0.42,0.1,0,0.42,2.91,0,0,0,0.1,0.31,1.14,1.66
22Month,0,0.55,0.14,2.19,0,0.27,0.14,0.68,2.19,0.68,9.29,0.27,0.14,2.46,0.41,0.55,1.5,0.27,0.14,0.14,0.41,0,0.14,0,0.14,0,0,0,1.78,0.14,0.14,0,0,0,0,0.82
