stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,1,0,131,1,0,0,0,0,0,0,3,0,0,0,0,1,2,13,13,0,2,7,1065,0,0,1,0,0,3,0,0,2,0,0,0
72hpf,2.82,0.56,0,4.51,0.28,3.95,0,0,0,0,0,0,0,0,0.28,0,1.69,9.3,1.13,6.76,0,0,293.69,302.42,0,0,10.43,0.28,0,15.5,0,0.56,1.13,0,0,0
21Day,4.07,0.74,0.37,7.77,0,6.29,0,1.11,0,0.37,0.37,0,0.37,0.37,2.22,0.74,1.11,1.85,0.74,5.92,0.74,0,96.2,131.72,0,0.37,1.48,3.33,0,16.28,0.74,0.37,0,0,0,1.48
3Month,0,0,0,0.52,0,0,0.1,0,0.21,0.21,0,0,0.1,0,0,0.1,0.83,0.1,0.31,0.1,0.1,0.31,2.81,1.77,0.1,0,0.21,0,0.21,0.21,0,0,0.1,0.1,0.21,0
22Month,0,0,0,0.14,0,0,0,0,0,0.41,0,0,1.78,0,0,0,0.27,0,0.41,0.14,0,0,0.55,0.55,0,0.14,0.27,0,1.5,0.27,0,0,0,0,0,0
