stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,2,0,8,0,1,0,0,0,1,0,2,0,0,0,0,3,13,32,17,0,0,0,1,18,137,0,0,1,1,0,0,0,0,0,1,0,0,0
72hpf,10.15,3.38,0,8.74,0.56,1.13,0,1.41,0,0.56,0,0,0.28,0,1.13,0,15.22,11.27,2.25,14.94,0,5.07,0.28,0.56,59.19,56.93,0,0,7.05,1.13,0,0.28,3.66,1.41,0.85,3.38,0,0,0
21Day,17.02,1.85,1.48,32.93,1.11,14.06,0,18.87,0.74,0.37,0,0,2.59,0.37,12.21,2.96,7.03,11.47,7.4,30.71,0,0,2.59,0,23.31,23.68,1.11,0.37,11.1,4.44,0,1.85,4.81,1.85,3.33,1.48,0,0,1.85
3Month,0.52,0.94,1.04,19.76,0.1,0,0.31,1.35,1.98,3.43,0,0,34.01,3.02,2.08,9.99,3.85,7.07,5.1,6.35,3.74,0.1,1.56,1.56,1.14,0.42,0.73,0.83,0.31,1.46,0.1,28.71,0.1,0,0,0.1,1.35,5.72,5.82
22Month,0,0.68,0.55,7.52,0.14,0,0.41,0.82,0.68,5.74,0.55,0,44,1.64,3.55,6.15,0.68,1.23,7.11,7.11,0.41,2.05,0.55,0,0.27,0.14,1.23,1.09,0.14,0.41,0,4.51,0.41,0.55,0,0,0,0,1.37
