stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,71.59,0,0,3.38,0.85,1.13,0,0,0,0,0,0,0,0.56,0,2.82,6.2,0.56,12.12,0,0.56,1.97,0.28,20.29,26.21,0,0,14.37,0,0,3.95,0.28,0.85,0,0,0
21Day,32.19,0.37,0,9.62,0.74,4.07,1.85,0,1.48,0,0,0,0,2.22,0.74,1.85,5.55,1.48,20.72,0,0,3.7,0,8.14,9.99,0.37,0,7.4,2.22,0,1.85,1.48,0,0,0,0.37
3Month,4.58,1.25,0,3.02,0.21,0,1.04,0.1,13.11,0.94,0,3.54,1.25,0,0.94,10.71,2.5,0.73,8.22,1.77,0.1,0.73,0.21,0.21,0,0,0,0.52,0.31,0.62,0.21,0,0,3.54,0.42,0.73
22Month,0.68,3.14,0.27,1.78,0,0,0.27,0.27,2.73,0.55,0.55,3.28,0,0.41,0.14,1.5,0.82,0.96,5.06,0.55,0.14,0.68,0,0,0,0,0.27,0,0.14,0.14,0.41,0,0,0.55,0,0.14
