stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,1.69,0,1.41,0,0.28,0,0,3.95,1.13,0,0.28,1.13,0,0,0.56,0.28,0,0,0,0
21Day,0,0,0,2.96,0.37,4.81,0,2.59,0,0.37,0,0,0,0,0.74,0,0.37,0,0.37,2.96,0,0,0,0,0.74,0.74,0.37,0,0.74,0.37,0,1.11,0,0,0,0,0
3Month,0,1.25,0.1,8.74,0,0,0.21,0.1,0.1,0.21,3.64,0,6.55,1.25,0.83,1.66,0.83,2.81,3.33,5.1,1.56,0,0.73,0.31,0.62,0.1,0.31,1.56,0.1,0.52,30.06,1.04,0,0.1,1.46,12.27,1.77
22Month,0,2.46,0.14,1.91,0,0,0.27,0.14,0,0.55,2.46,0.14,7.79,0.55,1.37,0.96,0,0.68,2.73,3.42,0.14,0.41,0.41,0,0.27,0.14,0.27,1.37,0.27,0.14,3.28,1.64,0.14,0,0.27,0,0.68
