stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,1.85,0.37,0,0,0,0,0,0,0,0,6.66,0.37,0.37,0.74,0.37,1.11,0,0,0,0,0.74,0.37,0,0,0,0.37,0.74,0,0,0,0.37,0,0,0,21.83
3Month,0,0.83,0.1,4.16,0,0.73,0.1,0.1,1.35,2.39,0,6.24,3.43,0.42,2.81,0.83,1.46,1.77,2.6,0.42,0.1,0.42,0.31,0.42,0,0.21,0.52,0,0,1.04,2.6,0.1,0,0,0,0.73,1.35,123.99
22Month,0.14,1.23,0,1.91,0,0.27,0.14,0,0.41,1.64,0.41,19.54,0.82,0.27,2.05,0.14,0.82,3.69,1.5,0,0.55,0.27,0,0.14,0,0.27,0.14,0.14,0.14,0.82,2.32,0.41,0.41,0,0.14,0.41,0,83.9
