stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.85,0,0.56,0.28,1.69,0,0,0,0,0,0,0,0.28,0,0.28,4.23,0,2.82,0,0,0,0,20.01,7.89,0.28,0.28,3.1,0,0,1.69,0,0,0,0
21Day,1.11,0.37,0,3.33,0,2.96,0,0.37,0,0,0,1.48,0,1.11,0.37,0.37,2.59,0.37,2.22,0,0,0.37,0,2.59,1.85,0,0.37,2.22,0,0,0,0,0,0,0.37
3Month,0.21,0.21,0.31,5.62,0,0,0.21,0.1,0.83,1.56,0,9.15,1.87,0.21,2.91,0.52,2.39,2.29,1.98,1.04,0,0,0.42,0.21,0,0.21,0.52,0,0.52,1.14,0,0.1,0.42,0.52,2.81
22Month,0.14,0.41,0.55,1.91,0,0,0,0,0.14,2.73,1.64,20.77,0.96,0.41,2.19,0.14,0.27,1.78,1.23,0,0.27,0.68,0,0.14,0,0.14,0.41,0,0.14,0.14,0.27,0.14,0,0,0.27
