stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,13.81,0.56,0,0,0,0,0,0,0,0,0.28,4.23,0,0.85,0,0,0,0,18.32,9.3,1.13,0,1.41,0,0,2.25,0,0.28,0,0,0
21Day,0.37,0,0,2.96,14.43,0,0,0,0,0,0,0,1.11,0.37,0,5.18,0,0.37,0,0,0.37,0,11.47,2.22,0.37,1.48,1.48,0,0,0.74,0.37,1.85,0,0,0.74
3Month,0,0.42,0.62,52.94,8.22,0,0.21,0.31,0.73,0,5.93,2.18,0,3.43,3.12,1.87,1.98,1.46,0.42,0.31,0.83,2.29,17.27,0.21,1.77,0.83,0.1,0.62,4.06,0.42,0,0.73,0.52,134.29,1.98
22Month,0.14,0.41,0.41,21.86,1.5,0,0.14,0.82,3.14,0.27,8.47,1.23,0.55,5.06,0.55,1.23,3.28,1.09,0,0.14,0.68,0.41,5.06,0,0.96,0.27,0.14,0.27,4.24,0.55,0,0,0,0.41,0.55
