stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,22,5,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0.56,0,0.85,0.28,0,0.28,0,0.28,0,0,0.56,1.69,0,0,0,0.28,0,0.56,0,0,0.28,0,0,0
21Day,0.74,0,0,0.37,0,0,0,0.37,0,0.74,0,0.37,0,0,0.74,0,0.37,0,5.18,0,0,0,0,5.55,1.48,0,0,0,5.18,0,5.92,1.48,0.37,0,0,0.37,0
3Month,0.1,0,0.21,2.81,0,0,0.1,0,0.31,0.94,0,4.16,1.04,0.31,2.18,1.04,0.42,1.14,4.58,1.14,0,0.62,0.21,0.31,0,0.42,0.1,0,0.31,0.73,63.03,0.1,0,0,1.25,5.93,0.52
22Month,0,0.14,0.14,0.68,0.14,0,0,0,0.14,0.96,0.14,5.88,0.41,0,1.64,0,0,0.41,10.66,0.14,0.41,0.14,0,0.27,0.27,0.41,0.27,1.91,0,0.14,37.85,0.55,0,0,0,0,0.14
