stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,128,135,0,0,0,2,0,0,0,0,0,4,0,0,0
72hpf,9.02,1.13,0,9.02,0.85,5.92,0.28,0,0,0,0,0,0.28,0,3.1,30.16,0.85,8.46,0,0.28,0,0.85,672.49,75.54,1.69,2.82,0,20.29,0,0,12.68,0,0.56,9.02,0,0,0
21Day,4.07,0,1.11,22.94,1.11,5.55,0.74,1.11,0,0,0.74,0,2.22,1.48,3.33,21.09,3.33,16.28,0,0,1.48,1.11,274.16,23.31,1.11,5.55,0,14.8,9.25,0.37,4.07,1.48,3.33,1.48,0,0,2.59
3Month,0,0,0.1,7.7,0.21,0,0,0.62,0.94,0,3.95,0.73,0,1.14,0.62,9.99,1.46,7.49,7.07,0,0.1,4.47,3.95,0.1,1.77,1.25,0,3.95,0.1,5.1,0.31,0,0,0.31,0.42,2.5,0.42
22Month,0,0.27,0.68,3.69,0,0,0,0.41,1.64,0.68,14.89,0.55,0,1.23,0.27,1.64,0.55,6.15,0.41,0.68,0.27,0,2.32,0,2.05,2.73,0.14,1.37,0.14,4.1,2.6,0,0,0,0,0.14,0.41
