stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,18,0,0,0,0,9,64,0,0,0,3,0,0,0,0,1,0,0,0
72hpf,2.82,0,0,56.93,0.28,0.56,0,0,0,0,0,0,0,0.28,0,0.28,0,5.07,38.33,0.28,12.4,0,0,0,0.28,4.23,5.64,0,0.56,0,10.43,0.28,0,0.56,0,0.28,0,0,0
21Day,10.73,0.74,4.07,59.94,0,5.55,0,2.59,0,1.11,0,0,0,1.85,0,1.11,9.62,0,35.52,1.48,96.2,0,0,4.81,0,6.66,4.44,0.37,0,0,74,4.07,0.37,1.85,2.22,1.85,0,0,2.22
3Month,0.52,3.54,2.39,128.46,0.21,0,0.83,0.31,1.77,11.96,7.91,0.1,0,13,3.43,0.31,23.09,1.35,178.81,4.16,97.26,92.78,0.1,3.95,1.77,0.94,0.42,1.14,0.73,0,0.52,2.39,63.97,0.21,0,0.31,1.77,4.89,2.91
22Month,0.68,5.33,7.38,21.18,0,0,2.73,0,1.64,9.02,5.19,1.64,0,68.6,0.82,1.78,33.62,0.14,24.73,8.88,195.96,13.8,1.64,5.6,0.14,0.41,0.55,0.68,1.09,0.68,1.91,0.27,24.19,1.23,0,0.41,0,0,0.68
