stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0.28,2.25,0.28,1.13,0,0,0,166.85,3.95,0,0.28,16.91,0,0,1.69,0,0.56,0.28,0,0,0
21Day,3.33,0,5.55,0.74,5.18,0,0.37,0,0,0,0,0.37,0.74,0.37,0.37,1.48,1.48,20.35,0,0,0.74,116.18,7.4,0,0.37,18.5,4.07,0,1.85,0.74,2.59,0.37,0,0,1.11
3Month,0,0.21,1.46,0,0,0.1,0,0.21,0.1,0,1.46,0.42,0,0.42,0,0.42,0.21,1.56,0.42,0,0,2.18,0,0.83,0.21,0.21,0.1,0.42,0,0,0,0,0.1,0.31,0.31
22Month,0,0.41,0.55,0,0,0,0.14,0.14,1.37,0.55,11.89,0.82,0.14,0.55,0.14,0,0.41,2.73,0.14,0.27,0.14,0.82,0,1.23,0.27,0,0.14,0.14,0.14,0.14,0,0,0,0,0.27
