stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0.85,0,0,0,0,0,6.76,0,0,0.28,0,0,0,0,0,0,0.85,0.28,0.28,0,0,0,0,0.28,0,0,0.28,0,0,0
21Day,0.37,0,0.37,1.11,1.85,0,1.11,0,0,0,0.37,0,22.94,0.37,0.37,0.74,4.44,0.37,0,0,0,0,2.22,0.37,0,0.37,0,0.74,0,1.11,0,0.37,0,0,0,29.23
3Month,0.21,0.42,0.42,4.47,0,1.14,0.1,0.42,1.77,0.62,5.62,2.5,5.93,2.39,0.21,1.98,3.85,4.99,0.21,0,0.31,0.31,0.31,0,0.52,0.1,0.1,0.94,6.87,0.21,0.21,0,0.1,0.94,2.39,150.1
22Month,0.41,0.96,0.55,1.5,0,2.32,0,0.14,3.01,7.11,325.64,1.23,1.37,1.64,0.14,0.14,4.92,2.05,0.14,7.38,0.27,0,0,0,0.41,0.55,0,0.41,2.73,0.41,0.41,0,0,0.14,0,50.42
