stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,51,60,0,125,13,2,0,0,0,0,2,0,7,1,0,1,0,10,7,8,377,0,0,0,0,131,3869,3,0,0,45,0,0,2,0,0,17,0,0,0
72hpf,90.19,30.72,0,80.33,29.03,29.03,0,1.13,0,0,0.85,0.28,0.28,0.28,0,3.1,0,18.6,92.16,5.36,285.23,0,3.1,7.61,0.85,2432.35,1580.6,3.38,3.95,0,205.19,0.85,0.28,190.81,7.61,4.51,18.04,0,0,0
21Day,46.25,9.99,1.48,57.72,7.03,28.49,0,5.92,0.37,0,0.74,0.74,0,4.07,0.74,14.8,3.33,9.62,19.98,4.44,206.45,0.74,0.74,15.91,0.37,429.55,311.53,2.22,3.7,0,81.03,24.79,0.37,32.19,8.88,27.38,5.55,0.37,0,4.81
3Month,0.83,15.08,0.52,29.33,1.66,0,1.04,1.56,0.42,0.42,3.12,0.31,0,14.87,1.35,3.54,3.33,6.87,12.17,3.85,50.14,9.05,0,3.22,1.04,5.82,4.16,3.85,3.54,0,2.29,0.94,13.21,4.58,0,0,1.25,8.11,8.32,1.98
22Month,0.55,24.73,0.14,14.21,1.09,0,0.82,0.96,0.14,0.96,2.32,3.42,0,51.79,1.23,5.74,3.14,2.73,2.46,4.1,39.76,2.05,1.23,3.96,0.41,3.69,1.91,5.6,7.52,3.14,1.78,0.27,9.7,11.07,0.14,0,0.82,2.05,0,1.37
