stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.74,0,0.37,0,0,0,0,0,11.1,0,0,0.37,0,1.85,0,0.37,0,0,0,0,0.74,0,0,0,0.37,0.74,0,0,0,0,0,0,0
3Month,0,0,0.52,0.73,0,0,0.1,0,0.1,0.21,0,38.69,0,0.1,0.62,0.1,0.42,0,0.1,0,0,0,0,0.1,0,0.1,0,0.21,0.52,0,0,0,0,0,0,0.21
22Month,0.68,1.91,4.1,7.79,0.14,0,8.2,0.27,2.05,8.47,0.96,2058.9,4.1,1.5,15.58,0.41,1.23,6.97,11.89,1.09,47.14,2.6,0.14,0.55,0.14,1.37,3.96,0.55,4.1,2.6,1.64,0.14,0.14,0.14,0.14,2.19
